income_declared,work_expense_claim,travel_expense_claim,education_expense,other_deductions,total_deductions,deduction_income_ratio,prior_year_income_delta,prior_year_deduction_delta,refund_requested,filing_method,industry_code,num_dependents,fraud_label
58100,14000,2300,1340,470,18110,0.3117,0.216,0.0706,7400,tax_agent,real_estate,0,0
105900,20720,7710,1350,3200,32980,0.3114,0.0233,0.1006,10140,self,transport,0,0
99800,14590,1290,4040,2970,22890,0.2294,0.1822,-0.1426,5940,tax_agent,education,1,0
116300,14900,570,3940,2730,22140,0.1904,0.0186,-0.1264,7740,tax_agent,finance,4,0
110000,11530,3560,5950,3840,24880,0.2262,0.0419,0.1933,9120,self,retail,0,0
108500,19620,910,1020,2380,23930,0.2206,0.0984,-0.0358,4860,tax_agent,healthcare,0,0
56100,10650,1170,2590,1700,16110,0.2872,0.2252,0.1492,4140,self,education,0,0
67300,11410,1580,3360,2220,18570,0.2759,0.0452,-0.1676,5640,self,education,2,0
45100,7090,1150,1510,740,10490,0.2326,0.0117,-0.0847,4240,self,healthcare,0,0
80400,10660,50,3540,2250,16500,0.2052,0.1185,0.0871,7520,tax_agent,healthcare,0,0
46300,13760,3370,2690,1330,21150,0.4568,0.0714,-0.0795,5560,tax_agent,real_estate,1,0
93200,6290,3110,2690,2510,14600,0.1567,0.1622,0.0394,2930,self,retail,0,0
139300,7990,5260,1310,3620,18180,0.1305,-0.0599,0.002,2420,self,hospitality,4,0
72000,20660,2200,700,2580,26140,0.3631,-0.1007,0.1191,10400,tax_agent,construction,2,0
53500,10230,780,1900,20,12930,0.2417,0.1926,-0.0134,5570,tax_agent,manufacturing,1,0
94500,33160,7850,5150,380,46540,0.4925,-0.1536,-0.0262,15130,self,transport,2,0
127000,18600,10250,7260,2420,38530,0.3034,-0.0371,0.3146,15420,tax_agent,real_estate,1,0
47700,4390,1580,1400,1420,8790,0.1843,-0.1102,0.0131,4330,self,finance,0,0
76700,20740,830,1280,1050,23900,0.3116,0.0482,0.1695,5380,self,IT,2,0
85600,8060,1110,5120,3240,17530,0.2048,0.01,0.2955,6650,self,retail,3,0
61800,6110,740,1360,2570,10780,0.1744,-0.1064,0.0482,5110,tax_agent,retail,2,0
95500,28680,8650,5640,1790,44760,0.4687,-0.073,-0.1356,13340,self,transport,0,0
29300,5500,1520,480,1080,8580,0.2928,0.1101,0.0273,1220,tax_agent,construction,2,0
87000,27560,11120,2820,120,41620,0.4784,0.1428,-0.0945,14960,self,construction,0,0
193100,44180,7310,6390,6380,64260,0.3328,0.1109,-0.0628,29960,tax_agent,real_estate,2,0
98000,17440,170,2800,2520,22930,0.234,-0.1689,0.1917,7510,tax_agent,healthcare,4,0
73500,19360,8940,3530,1380,33210,0.4518,-0.043,0.1129,8930,self,transport,0,0
36900,4780,720,270,1370,7140,0.1935,0.0256,0.186,1110,tax_agent,healthcare,0,0
59600,4520,440,360,2410,7730,0.1297,0.0505,0.102,2760,self,retail,0,0
85300,10040,2410,600,4250,17300,0.2028,-0.0066,0.0487,8110,tax_agent,education,2,0
75800,6430,1340,3400,1480,12650,0.1669,0.0406,0.3063,5510,tax_agent,finance,2,0
36500,3710,400,1330,930,6370,0.1745,-0.0036,-0.1147,1410,self,hospitality,1,0
82600,23970,3140,4910,2530,34550,0.4183,-0.0908,0.132,10190,self,real_estate,2,0
44900,10660,1360,930,30,12980,0.2891,0.0787,0.1031,2640,self,education,0,0
52500,6360,1000,1230,960,9550,0.1819,0.0303,-0.0656,3780,self,retail,0,0
117900,7730,520,3260,900,12410,0.1053,0.1734,-0.0169,7050,tax_agent,hospitality,1,0
63100,19530,3620,1770,790,25710,0.4074,-0.0271,0.255,8890,tax_agent,construction,0,0
50500,15760,8790,3700,500,28750,0.5693,0.0228,0.4759,9800,tax_agent,healthcare,0,1
41900,6240,240,2300,2070,10850,0.2589,-0.022,0.043,2750,self,finance,2,0
48600,3690,1670,1150,1240,7750,0.1595,-0.1226,0.2787,2200,self,hospitality,0,0
53500,7000,1150,1350,2130,11630,0.2174,0.286,0.0374,2120,tax_agent,retail,0,0
115400,31720,11580,2150,0,45450,0.3938,0.1783,0.0192,14590,self,construction,2,0
70700,9490,1570,590,910,12560,0.1777,-0.0527,0.0113,5130,tax_agent,manufacturing,4,0
139600,20150,4040,7570,520,32280,0.2312,0.126,0.01,14710,tax_agent,manufacturing,0,0
37900,4650,320,1910,1020,7900,0.2084,0.042,0.0073,2060,self,IT,0,0
146400,51950,14500,4370,5220,76040,0.5194,-0.0319,0.0941,30160,tax_agent,transport,2,0
66300,14410,2280,1610,3310,21610,0.3259,-0.0606,0.1416,8940,tax_agent,manufacturing,0,0
63600,8120,1120,3710,2710,15660,0.2462,0.0789,-0.0967,3700,tax_agent,IT,0,0
63200,4550,1530,360,180,6620,0.1047,0.0569,-0.0175,1610,tax_agent,hospitality,1,0
249500,33980,940,6000,170,41090,0.1647,-0.005,0.1846,19950,self,finance,0,0
55400,6840,50,250,1810,8950,0.1616,0.1904,-0.0874,1860,tax_agent,education,1,0
224900,21270,8100,1300,3560,34230,0.1522,0.0089,0.0836,21980,self,hospitality,1,0
115800,41350,9810,6260,470,57890,0.4999,0.0713,-0.0532,20630,self,transport,0,0
39200,7850,340,2290,90,10570,0.2696,-0.0415,0.1242,1420,tax_agent,education,1,0
42400,9370,790,2130,460,12750,0.3007,0.1236,0.1447,2240,tax_agent,IT,1,0
80000,24650,7610,5660,2800,40720,0.509,0.0033,0.5611,15040,tax_agent,hospitality,1,1
76200,14550,370,1210,3320,19450,0.2552,0.1453,0.0337,6990,tax_agent,education,0,0
57800,22250,4060,3260,140,29710,0.514,-0.0799,0.1382,10310,tax_agent,transport,1,0
53600,15820,5140,2750,1940,25650,0.4785,0.1392,0.1799,6990,tax_agent,construction,0,0
168800,35650,1930,530,1700,39810,0.2358,-0.1108,-0.1568,12730,tax_agent,IT,0,0
78400,16560,1320,3020,3180,24080,0.3071,0.0602,-0.0956,8710,tax_agent,manufacturing,2,0
50994,12280,2240,2380,700,17600,0.3451,-0.0703,0.1251,6350,tax_agent,real_estate,0,1
76800,18040,8560,2050,820,29470,0.3837,0.1276,-0.2599,11590,self,real_estate,0,0
73700,13130,3830,3880,640,21480,0.2915,0.1093,-0.1125,6080,tax_agent,transport,4,0
235500,36680,5000,950,5190,47820,0.2031,0.0943,0.0443,13150,tax_agent,finance,3,0
98700,24940,370,5330,110,30750,0.3116,0.1437,0.2092,10820,self,IT,0,0
305900,41840,130,490,920,43380,0.1418,0.1794,-0.0676,9180,self,retail,0,0
110500,25180,4090,370,3720,33360,0.3019,-0.0747,0.0912,9510,tax_agent,IT,3,0
50300,6900,210,710,1960,9780,0.1944,-0.0746,0.1324,2320,self,finance,1,0
142700,14630,1950,2430,6270,25280,0.1772,0.0656,0.0133,5330,self,finance,2,0
69000,9110,16580,320,1320,27330,0.3961,0.0615,0.1659,11070,tax_agent,retail,0,1
166500,15090,4380,8680,4480,32630,0.196,0.0973,-0.1768,18140,self,retail,1,0
49600,5340,1250,1320,280,8190,0.1651,0.0543,0.0098,3100,self,retail,0,0
30100,3650,480,1720,360,6210,0.2063,0.0434,0.1376,1290,tax_agent,education,0,0
76200,7210,720,3110,970,12010,0.1576,0.1086,0.1496,4960,tax_agent,retail,1,0
161400,24680,4870,8530,2460,40540,0.2512,0.0811,-0.1471,15200,tax_agent,healthcare,0,0
50900,13580,2280,570,1690,18120,0.356,0.0538,0.1302,4640,tax_agent,real_estate,0,0
99000,23700,10200,1110,4190,39200,0.396,-0.1206,0.0655,10280,self,construction,2,0
49700,5380,1500,1450,1620,9950,0.2002,0.0501,0.0567,2220,self,hospitality,2,0
121000,25070,4300,4440,4360,38170,0.3155,-0.1296,0.0149,16250,self,education,2,0
58900,3740,960,1420,2770,8890,0.1509,0.256,0.0726,3130,self,hospitality,0,0
83400,14560,5460,4870,1910,26800,0.3213,-0.029,-0.0898,10640,tax_agent,transport,0,0
59900,14790,5010,2880,1210,23890,0.3988,0.0591,-0.0787,8120,tax_agent,real_estate,0,0
47700,11830,5440,440,1550,19260,0.4038,0.0763,0.096,7480,tax_agent,real_estate,1,0
25000,6110,2530,810,510,9960,0.3984,-0.012,-0.0548,1870,tax_agent,transport,0,0
35200,4610,210,1540,700,7060,0.2006,0.0917,0.1408,1800,self,healthcare,0,0
61800,8500,290,900,1210,10900,0.1764,-0.0127,0.1358,1990,tax_agent,finance,0,0
92200,8380,2690,3790,2780,17640,0.1913,-0.0706,0.219,3720,self,retail,2,0
199600,30870,18970,1460,6640,57940,0.2903,0.0948,-0.1288,18670,self,real_estate,1,0
54100,14530,9800,1960,1060,27350,0.5055,0.0898,-0.0854,9360,tax_agent,real_estate,1,1
50700,6430,390,1730,2270,10820,0.2134,0.0959,0.3042,2440,self,retail,3,0
34700,8780,510,1110,1490,11890,0.3427,0.0836,0.1351,2270,tax_agent,IT,0,0
115300,9810,3950,4450,5520,23730,0.2058,-0.0083,0.1001,6060,self,retail,3,0
98600,46830,2590,5070,1350,55840,0.5663,-0.0136,0.7323,19830,tax_agent,IT,0,1
92100,15800,1530,4250,3110,24690,0.2681,-0.1888,0.0197,10610,tax_agent,IT,0,0
87000,11240,13880,3010,2920,31050,0.3569,-0.1238,0.0939,10180,self,finance,1,1
58600,15020,2410,2440,620,20490,0.3497,0.2545,0.1461,7730,tax_agent,real_estate,2,0
152000,29280,3010,1460,3300,37050,0.2438,0.0922,0.1672,19000,tax_agent,education,1,0
47000,2620,1190,1480,1410,6700,0.1426,0.1247,-0.0496,900,self,hospitality,4,0
55500,15130,5500,2480,1080,24190,0.4359,0.0138,0.097,8860,self,transport,1,0
41200,8480,1610,2180,1360,13630,0.3308,-0.0237,-0.0825,3240,tax_agent,education,1,0
67100,6380,2360,2380,1260,12380,0.1845,-0.0587,0.1192,2400,tax_agent,retail,1,0
20320,4850,1200,340,850,7240,0.3563,-0.065,0.1616,1050,tax_agent,construction,2,1
50900,18810,4530,4330,2230,29900,0.5874,0.0877,0.8841,8230,self,IT,0,1
37200,9930,2990,720,30,13670,0.3675,0.0425,0.0751,3010,self,real_estate,0,0
42500,4360,1570,2350,1430,9710,0.2285,0.0382,-0.0943,2010,tax_agent,healthcare,4,0
29700,4560,800,160,480,6000,0.202,0.0115,-0.0172,1390,tax_agent,healthcare,3,0
87700,9430,990,3860,600,14880,0.1697,0.0226,-0.0055,5360,tax_agent,finance,1,0
44800,9120,750,180,310,10360,0.2312,0.156,0.0966,1920,self,education,1,0
174700,42750,5160,450,6020,54380,0.3113,0.1536,-0.1035,13790,tax_agent,education,1,0
121200,17810,2990,6020,840,27660,0.2282,-0.0907,0.1185,6350,tax_agent,IT,0,0
74800,8840,1590,90,620,11140,0.1489,0.0401,-0.0063,1500,self,retail,2,0
98500,9470,1450,4540,3820,19280,0.1957,-0.0477,-0.1657,3130,self,hospitality,4,0
115500,15690,1540,1310,5630,24170,0.2093,-0.0601,-0.0659,8540,tax_agent,retail,0,0
54800,9070,1740,2580,2110,15500,0.2828,-0.0733,0.0929,5390,self,IT,0,0
64400,8270,2100,3500,3050,16920,0.2627,-0.046,0.0668,6000,tax_agent,retail,1,0
130300,26890,3780,3420,4440,38530,0.2957,-0.0705,0.0745,12510,self,education,0,0
135000,22500,2790,4860,970,31120,0.2305,0.0205,-0.1948,8420,tax_agent,finance,0,0
47100,12970,8840,1800,350,23960,0.5087,0.0742,0.0332,7840,tax_agent,transport,0,1
254500,51200,6770,5040,9560,72570,0.2851,0.0048,-0.1195,27050,self,manufacturing,1,0
34200,8750,3280,840,1070,13940,0.4076,-0.1564,-0.1163,3040,tax_agent,construction,3,0
20500,3300,280,720,280,4580,0.2234,-0.1103,0.275,880,self,finance,2,0
185700,30470,2650,5280,3300,41700,0.2246,0.1778,0.15,21530,self,IT,0,0
107500,21420,7180,3490,4190,36280,0.3375,0.1454,0.1921,8490,tax_agent,construction,0,0
79700,5200,1010,3460,1960,11630,0.1459,0.0614,0.0566,4640,self,hospitality,1,0
112400,13200,490,5580,5530,24800,0.2206,-0.1107,0.1003,6800,self,education,2,0
49600,12220,4410,1550,1990,20170,0.4067,-0.1656,0.0253,7850,tax_agent,real_estate,0,0
15486,3280,460,460,120,4320,0.2789,-0.0659,0.0252,830,tax_agent,IT,1,1
56200,9500,1230,2300,1010,14040,0.2498,0.1197,-0.0747,3130,tax_agent,healthcare,0,0
49100,10320,3790,280,260,14650,0.2984,0.0432,-0.0899,3920,tax_agent,transport,0,0
41800,6070,1090,1400,1930,10490,0.251,-0.0772,-0.0633,2630,self,healthcare,0,0
51700,16790,2110,850,800,20550,0.3975,0.0252,0.095,7730,tax_agent,transport,0,0
52100,5360,1220,1250,200,8030,0.1541,0.0125,-0.0095,2860,self,hospitality,0,0
55500,15110,1160,410,2470,19150,0.345,-0.1709,0.0982,5780,tax_agent,IT,0,0
88800,35980,11610,9900,4360,61850,0.6965,0.0467,0.6681,17430,tax_agent,education,0,1
97900,8590,14010,2410,4480,29490,0.3012,-0.006,0.2955,11040,self,retail,0,1
84900,9790,1600,4030,4070,19490,0.2296,0.1591,-0.0678,6980,self,finance,1,0
18000,3620,610,380,380,4990,0.2772,0.0576,-0.081,690,self,IT,2,0
41100,7460,1250,150,850,9710,0.2363,0.0673,-0.0085,2320,tax_agent,IT,1,0
41500,5230,1540,140,960,7870,0.1896,0.0267,0.1399,1370,self,retail,3,0
139100,24110,11070,2390,4400,41970,0.3017,0.0983,-0.161,12180,self,transport,0,0
45200,4060,30,1830,200,6120,0.1354,-0.0122,0.0109,2970,tax_agent,hospitality,2,0
25400,8420,2620,490,1210,12740,0.5016,0.1017,-0.1858,2590,self,transport,0,0
105200,21710,2390,4450,3480,32030,0.3045,0.0198,-0.1289,10310,tax_agent,education,4,0
75700,46260,1350,1140,1800,50550,0.6678,-0.0468,1.1139,18010,self,finance,0,1
287000,24650,3780,13390,8480,50300,0.1753,0.0931,0.1075,19880,tax_agent,retail,1,0
33700,2760,110,1210,740,4820,0.143,0.0518,0.2796,350,tax_agent,hospitality,0,0
63900,6740,420,2460,1210,10830,0.1695,-0.0134,-0.0812,5130,tax_agent,hospitality,0,0
40700,10870,5110,740,1620,18340,0.4506,0.1053,-0.0025,3610,tax_agent,real_estate,0,0
40700,9390,1600,530,590,12110,0.2975,0.1706,0.2365,2740,self,education,1,0
45800,7980,4980,2400,750,16110,0.3517,0.1093,0.0815,5340,tax_agent,transport,3,0
39400,7850,3220,1280,670,13020,0.3305,0.0487,0.1011,2750,self,real_estate,0,0
79800,10390,780,3510,100,14780,0.1852,-0.0327,0.0754,4700,tax_agent,healthcare,2,0
74500,12900,9310,3940,770,26920,0.3613,-0.0575,0.1487,8440,tax_agent,construction,0,0
70800,10840,60,2530,1330,14760,0.2085,0.0877,-0.1826,6860,tax_agent,healthcare,3,0
144600,30920,5650,3000,6250,45820,0.3169,-0.0043,0.1998,18370,self,IT,2,0
97900,6170,590,1480,4110,12350,0.1261,0.0143,0.1081,3180,self,retail,0,0
114000,16580,2450,5990,60,25080,0.22,-0.2069,0.1893,8340,self,healthcare,0,0
78700,10570,2330,3980,2500,19380,0.2463,-0.0861,0.0765,8440,tax_agent,finance,1,0
85300,6010,2780,850,480,10120,0.1186,0.0856,0.1375,1590,self,hospitality,1,0
119900,13150,3670,5650,4640,27110,0.2261,0.0585,0.1167,5390,tax_agent,hospitality,2,0
24057,6080,2810,1040,820,10750,0.4468,0.0801,0.194,1910,self,transport,0,1
50200,10930,5780,2590,1480,20780,0.4139,0.018,0.1054,5180,tax_agent,real_estate,0,0
75000,18760,540,1290,1920,22510,0.3001,0.0932,-0.132,7330,self,IT,1,0
73700,7110,2600,380,1840,11930,0.1619,-0.0852,0.0632,2970,tax_agent,hospitality,1,0
33000,4610,540,1730,170,7050,0.2136,0.1083,0.1149,1750,tax_agent,retail,2,0
109500,8740,450,2140,1560,12890,0.1177,0.0121,-0.0199,1500,tax_agent,hospitality,1,0
158900,41070,19750,2830,860,64510,0.406,-0.0325,-0.0621,25220,self,real_estate,0,0
152400,41070,14290,560,3970,59890,0.393,-0.0114,-0.0803,24890,tax_agent,transport,2,0
49200,6020,780,2300,1110,10210,0.2075,0.132,0.0501,3970,tax_agent,retail,0,0
114900,25640,2330,6460,620,35050,0.305,-0.1806,0.1296,12630,tax_agent,education,2,0
57700,7850,400,310,260,8820,0.1529,0.101,-0.0409,2620,self,retail,1,0
74800,14040,1540,4380,50,20010,0.2675,0.0454,-0.1145,5900,self,healthcare,2,0
132000,31200,8880,6410,6380,52870,0.4005,-0.1142,0.0645,21250,self,construction,2,0
150500,19100,950,1860,3270,25180,0.1673,-0.0161,-0.1101,9030,self,retail,0,0
56500,18120,6190,8020,1580,33910,0.6002,-0.0222,0.156,11280,tax_agent,construction,2,1
54100,11220,1710,330,1400,14660,0.271,0.0946,0.0454,5020,self,real_estate,1,0
164100,32800,5040,2670,8060,48570,0.296,0.1329,0.0091,14930,tax_agent,IT,0,0
68100,5060,1610,3640,2020,12330,0.1811,0.1295,0.099,5300,tax_agent,hospitality,0,0
18000,1360,50,440,100,1950,0.1083,0.0072,0.0344,340,tax_agent,finance,0,0
91700,15890,1190,2310,3220,22610,0.2466,0.0875,0.1083,5800,tax_agent,education,0,0
46300,7040,1680,280,1120,10120,0.2186,0.1211,0.0612,3830,tax_agent,education,0,0
61600,4160,2230,310,2560,9260,0.1503,-0.0882,-0.1174,3020,self,hospitality,3,0
99800,15860,1090,1870,380,19200,0.1924,0.1007,0.0946,7790,tax_agent,healthcare,0,0
26000,5290,5360,520,670,11840,0.4554,-0.0594,-0.0136,1760,tax_agent,transport,1,1
109600,17870,380,5110,4090,27450,0.2505,0.0687,-0.0281,8280,self,education,0,0
31300,2480,260,840,600,4180,0.1335,0.0187,-0.0282,1300,tax_agent,retail,1,0
47900,11050,3430,2630,360,17470,0.3647,-0.0019,-0.0547,4660,tax_agent,construction,0,0
85800,8480,2970,4580,2060,18090,0.2108,0.0607,0.0532,7900,self,finance,0,0
36600,3910,650,1870,1060,7490,0.2046,0.2531,0.0416,1290,self,healthcare,0,0
36700,3240,260,1400,1700,6600,0.1798,0.1006,0.0306,780,self,hospitality,2,0
86600,18990,6670,80,3380,29120,0.3363,0.1354,-0.1242,7010,self,construction,0,0
96300,17970,3640,5500,3620,30730,0.3191,-0.0724,-0.1698,11010,tax_agent,education,1,0
65300,11180,5340,3180,2850,22550,0.3453,0.0362,-0.0557,9110,self,construction,2,0
101200,13520,1790,3390,2230,20930,0.2068,0.1027,0.0739,6880,self,manufacturing,0,0
660000,160350,12150,33990,3960,210450,0.3189,-0.1033,0.0104,80560,tax_agent,IT,1,0
31700,6060,790,170,410,7430,0.2344,0.0841,-0.057,1360,self,IT,0,0
21000,1530,770,1140,750,4190,0.1995,-0.0639,-0.1567,1050,self,finance,3,0
133600,33170,6490,3090,1620,44370,0.3321,0.1243,0.179,16500,tax_agent,real_estate,1,0
37600,6770,1460,1270,500,10000,0.266,0.1833,-0.0672,1460,tax_agent,healthcare,3,0
88200,4480,3200,4870,100,12650,0.1434,-0.0172,-0.0128,6930,tax_agent,hospitality,2,0
100500,7020,2780,3810,3850,17460,0.1737,-0.0329,0.0607,5610,tax_agent,hospitality,0,0
70600,19750,6220,2380,260,28610,0.4052,0.0389,-0.0768,10700,self,construction,1,0
83900,10550,3150,1520,1540,16760,0.1998,0.0322,0.1204,7380,tax_agent,healthcare,0,0
184300,22340,5130,9480,5370,42320,0.2296,0.0898,0.1077,22770,tax_agent,finance,1,0
51400,12330,2670,1760,1770,18530,0.3605,0.142,-0.061,5750,tax_agent,construction,0,0
145300,18950,620,2760,5420,27750,0.191,0.0242,0.2804,13320,self,education,0,0
35000,3090,650,1400,860,6000,0.1714,0.1132,-0.0309,1400,self,retail,1,0
87300,17500,2730,3820,2020,26070,0.2986,0.1393,-0.0454,8610,tax_agent,healthcare,0,0
94100,29010,10530,3170,3340,46050,0.4894,-0.1354,-0.0152,17350,self,transport,0,0
69000,9310,2190,2580,2790,16870,0.2445,0.0305,-0.313,4800,self,finance,1,0
122800,29770,1190,6270,5790,43020,0.3503,0.1367,-0.0377,13710,self,IT,4,0
73700,11230,870,950,2900,15950,0.2164,-0.0362,0.0017,4640,tax_agent,finance,0,0
86400,8090,250,1240,2420,12000,0.1389,0.1801,-0.1209,5300,tax_agent,retail,1,0
48800,5570,660,1830,2130,10190,0.2088,-0.0844,0.0382,4830,tax_agent,finance,0,0
41600,9610,4870,1210,110,15800,0.3798,0.0237,-0.0228,2920,tax_agent,real_estate,2,0
41000,2920,570,1790,1700,6980,0.1702,0.1377,0.1017,1320,tax_agent,retail,2,0
51400,8870,1520,1400,2290,14080,0.2739,-0.0462,0.2143,3960,tax_agent,IT,0,0
35600,3960,880,700,780,6320,0.1775,0.0453,0.0295,1230,tax_agent,hospitality,2,0
201100,28210,1920,2220,1660,34010,0.1691,0.0831,-0.005,22010,tax_agent,IT,2,0
60800,9180,2230,3400,620,15430,0.2538,0.1531,-0.0162,5590,self,education,2,0
71600,12900,1420,3420,2210,19950,0.2786,0.1974,-0.0819,6560,self,healthcare,1,0
38300,10060,930,870,750,12610,0.3292,-0.335,-0.0209,2620,self,IT,0,0
221600,65140,6830,4820,2930,79720,0.3597,0.2081,0.1386,41380,tax_agent,transport,3,0
62600,13670,4550,3140,850,22210,0.3548,-0.1069,0.1269,8100,self,transport,2,0
52100,11740,3600,1840,1770,18950,0.3637,0.1142,0.0064,5820,self,transport,2,0
54800,12450,6030,670,1090,20240,0.3693,0.0279,0.1024,5000,tax_agent,construction,2,0
64100,6770,2330,1040,460,10600,0.1654,-0.0162,0.0522,5480,tax_agent,hospitality,3,0
60900,14920,1270,2900,1200,20290,0.3332,0.0861,0.0398,6950,tax_agent,IT,1,0
34300,8250,790,580,660,10280,0.2997,0.0136,0.1482,1950,tax_agent,manufacturing,3,0
115600,48130,14900,13400,3010,79440,0.6872,0.1503,0.7933,27050,tax_agent,transport,3,1
39000,4300,1440,1150,1580,8470,0.2172,0.2054,-0.0031,1610,tax_agent,retail,0,0
112400,16810,1270,4200,320,22600,0.2011,0.0331,0.1975,9690,tax_agent,IT,0,0
34600,7880,840,1060,390,10170,0.2939,0.0543,0.1248,2510,tax_agent,IT,0,0
79200,8620,2840,4380,1200,17040,0.2152,0.0081,-0.096,7160,tax_agent,retail,0,0
41000,4990,1140,2020,1900,10050,0.2451,0.2192,-0.0622,2050,self,finance,1,0
48200,8130,1870,1300,130,11430,0.2371,0.244,0.0563,3240,self,healthcare,0,0
93800,19740,10990,1950,3460,36140,0.3853,0.058,0.0984,9990,tax_agent,construction,0,0
137900,42480,14230,4110,4590,65410,0.4743,-0.019,0.1558,28940,tax_agent,transport,1,0
196200,17220,1250,5630,5130,29230,0.149,0.138,-0.0944,5760,tax_agent,retail,0,0
88400,19250,7060,5090,940,32340,0.3658,0.0829,-0.0197,8900,self,transport,1,0
71800,10590,1940,790,3330,16650,0.2319,0.1285,0.0754,7390,self,finance,0,0
42400,2170,180,230,690,3270,0.0771,-0.0222,0.1346,470,self,hospitality,1,0
26900,5820,2560,600,30,9010,0.3349,0.009,0.0963,1530,tax_agent,transport,0,0
101300,24800,8870,5150,1920,40740,0.4022,0.0493,0.1235,13110,tax_agent,transport,0,0
62600,6350,1060,960,970,9340,0.1492,0.0381,0.0922,1230,tax_agent,retail,1,0
72400,14860,1800,1320,3220,21200,0.2928,0.1348,0.1328,4970,self,manufacturing,0,0
57800,6740,1880,940,920,10480,0.1813,-0.0884,-0.0672,3680,tax_agent,retail,0,0
48500,5310,590,2860,2230,10990,0.2266,-0.0265,0.0727,4160,self,hospitality,1,0
104500,14040,1210,4680,4800,24730,0.2367,0.0277,-0.0499,10520,tax_agent,finance,1,0
183900,22130,3750,4180,3320,33380,0.1815,0.159,-0.0886,9180,tax_agent,education,1,0
37200,5450,970,1280,550,8250,0.2218,-0.0339,0.1603,1670,tax_agent,IT,2,0
25700,3760,420,330,1070,5580,0.2171,-0.1711,0.1062,660,self,finance,1,0
63300,12730,1960,2470,1790,18950,0.2994,0.05,-0.0308,4990,self,education,2,0
48500,6310,740,1400,570,9020,0.186,0.0214,-0.0103,1440,tax_agent,retail,1,0
138100,15160,5520,4690,5300,30670,0.2221,-0.0212,0.0047,10650,self,healthcare,2,0
95100,17010,3360,3610,40,24020,0.2526,-0.0603,-0.0661,7440,self,manufacturing,2,0
204200,54780,440,10040,9280,74540,0.365,0.1662,-0.1027,36620,self,IT,0,0
130300,25370,2250,4420,2000,34040,0.2612,0.169,0.0551,15700,tax_agent,healthcare,0,0
76300,18890,2850,180,3030,24950,0.327,-0.0877,0.0875,9230,tax_agent,transport,0,0
78100,19160,1880,3700,2120,26860,0.3439,0.1539,-0.082,8270,self,IT,0,0
89300,25900,11970,40,1160,39070,0.4375,-0.0337,0.0165,12250,self,transport,1,0
43600,6590,1280,760,450,9080,0.2083,0.0201,0.0788,2220,self,IT,2,0
91500,66670,8840,380,1610,77500,0.847,0.0128,1.1155,27060,self,construction,0,1
153000,17350,2010,8630,6620,34610,0.2262,0.0269,0.0257,10260,tax_agent,healthcare,0,0
50900,15710,6810,2090,20,24630,0.4839,0.2464,0.0003,8320,self,transport,0,0
63000,11640,6630,2800,1430,22500,0.3571,-0.1154,-0.0118,7840,tax_agent,transport,1,0
103300,19750,3200,4700,3550,31200,0.302,0.0313,0.1808,9560,tax_agent,transport,4,0
164200,27180,20440,6930,1150,55700,0.3392,0.0047,-0.0157,20270,tax_agent,construction,0,0
47900,3370,1540,1430,1420,7760,0.162,-0.0298,0.0842,3870,self,hospitality,1,0
82400,11120,80,2630,2280,16110,0.1955,0.0408,-0.0718,2790,self,retail,0,0
70800,14150,6720,680,1980,23530,0.3323,0.1139,0.0414,6300,tax_agent,transport,0,0
61900,9010,1920,1470,1070,13470,0.2176,-0.015,0.1255,5390,tax_agent,education,1,0
25900,7760,2830,470,80,11140,0.4301,-0.1339,-0.121,2490,self,transport,0,0
47800,9280,160,600,1610,11650,0.2437,-0.015,0.0345,3780,self,manufacturing,2,0
36700,7810,670,1600,1440,11520,0.3139,0.0465,0.1357,2780,self,education,0,0
66900,3530,1110,1990,460,7090,0.106,0.1446,0.1454,1010,tax_agent,hospitality,2,0
56100,9480,2010,2100,1600,15190,0.2708,0.163,-0.1409,3580,self,IT,2,0
37400,6400,220,340,910,7870,0.2104,0.0188,0.1218,820,self,education,0,0
62200,15210,17010,3160,2030,37410,0.6014,-0.0202,-0.078,12300,tax_agent,education,0,1
200900,42390,27950,7380,3790,81510,0.4057,0.0072,-0.0277,29850,self,transport,1,0
50000,8600,1230,2290,960,13080,0.2616,-0.0331,-0.0282,5170,self,education,1,0
58200,9360,8140,880,1600,19980,0.3433,-0.0228,-0.0391,7300,self,construction,2,0
63600,13100,8070,1170,260,22600,0.3553,0.0521,-0.0006,8860,tax_agent,real_estate,0,0
48200,10210,1510,2370,1900,15990,0.3317,-0.0712,-0.0611,4180,tax_agent,IT,1,0
30200,7850,2230,270,50,10400,0.3444,0.1081,-0.1256,1960,tax_agent,transport,0,0
194800,26170,6180,6930,100,39380,0.2022,0.0536,0.0433,11650,tax_agent,IT,0,0
26300,2300,720,270,730,4020,0.1529,0.0799,-0.0897,880,tax_agent,finance,4,0
28000,4970,1180,1160,240,7550,0.2696,0.0498,-0.0465,1250,self,transport,0,0
108700,23710,14210,5830,3470,47220,0.4344,-0.0835,0.0921,18650,tax_agent,construction,0,0
23300,2840,510,560,860,4770,0.2047,0.03,0.2309,1000,tax_agent,retail,3,0
110000,26730,240,340,3940,31250,0.2841,-0.0051,0.0621,10350,tax_agent,IT,0,0
115600,20180,2100,4270,3600,30150,0.2608,-0.0804,-0.0398,7280,tax_agent,manufacturing,0,0
